,state_cd,state_name,county_cd,county_nm,year,"Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d","Industrial self-supplied groundwater withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, groundwater, in Mgal/d","Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d","Industrial self-supplied surface-water withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, surface water, in Mgal/d","Industrial total self-supplied withdrawals, fresh, in Mgal/d","Industrial total self-supplied withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, in Mgal/d","Industrial deliveries from public supply, in Mgal/d","Industrial total self-supplied withdrawals plus deliveries, in Mgal/d","Industrial consumptive use, fresh, in Mgal/d","Industrial consumptive use, saline, in Mgal/d","Industrial total consumptive use, in Mgal/d","Industrial reclaimed wastewater, in Mgal/d",Industrial number of facilities
416,37,North Carolina,119,Mecklenburg County,2000,0.0,0.0,0.0,11.8,0.0,11.8,11.8,0.0,11.8,-,-,-,-,-,-,-
417,37,North Carolina,119,Mecklenburg County,2005,0.0,0.0,0.0,12.68,0.0,12.68,12.68,0.0,12.68,-,-,-,-,-,-,-
418,37,North Carolina,119,Mecklenburg County,2010,0.08,0.0,0.08,6.52,0.0,6.52,6.6,0.0,6.6,-,-,-,-,-,-,-
419,37,North Carolina,119,Mecklenburg County,2015,0.17,0.0,0.17,6.88,0.0,6.88,7.05,0.0,7.05,-,-,-,-,-,-,-
420,37,North Carolina,121,Mitchell County,1985,0.0,0.0,0.0,2.82,0.0,2.82,2.82,0.0,2.82,0.00,2.82,1.28,0.00,1.28,0.00,-
421,37,North Carolina,121,Mitchell County,1990,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.0,0.22,0.24,0.46,0.01,0.00,0.01,0.00,1
422,37,North Carolina,121,Mitchell County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.01,0.00,0.01,0.00,3
423,37,North Carolina,121,Mitchell County,2000,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.0,0.34,-,-,-,-,-,-,-
424,37,North Carolina,121,Mitchell County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
425,37,North Carolina,121,Mitchell County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
426,37,North Carolina,121,Mitchell County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
427,37,North Carolina,123,Montgomery County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.00,0.00,0.00,0.00,-
428,37,North Carolina,123,Montgomery County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.00,0.00,0.00,0.00,0
429,37,North Carolina,123,Montgomery County,1995,0.01,0.0,0.01,0.03,0.0,0.03,0.04,0.0,0.04,0.62,0.66,0.13,0.00,0.13,0.00,30
430,37,North Carolina,123,Montgomery County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
431,37,North Carolina,123,Montgomery County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
432,37,North Carolina,123,Montgomery County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
433,37,North Carolina,123,Montgomery County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
434,37,North Carolina,125,Moore County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.00,0.00,0.00,0.00,-
435,37,North Carolina,125,Moore County,1990,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.98,1.01,0.00,0.00,0.00,0.00,1
436,37,North Carolina,125,Moore County,1995,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.96,0.97,0.19,0.00,0.19,0.00,19
437,37,North Carolina,125,Moore County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
438,37,North Carolina,125,Moore County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
439,37,North Carolina,125,Moore County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
440,37,North Carolina,125,Moore County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
441,37,North Carolina,127,Nash County,1985,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,8.44,8.54,0.02,0.00,0.02,0.00,-
442,37,North Carolina,127,Nash County,1990,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,5.12,5.26,0.14,0.00,0.14,0.00,2
443,37,North Carolina,127,Nash County,1995,0.19,0.0,0.19,1.57,0.0,1.57,1.76,0.0,1.76,5.31,7.07,1.41,0.00,1.41,0.00,20
444,37,North Carolina,127,Nash County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
445,37,North Carolina,127,Nash County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
446,37,North Carolina,127,Nash County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
447,37,North Carolina,127,Nash County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
448,37,North Carolina,129,New Hanover County,1985,6.0,0.0,6.0,0.89,6.0,6.89,6.89,6.0,12.89,2.01,14.90,1.39,0.54,1.93,0.00,-
449,37,North Carolina,129,New Hanover County,1990,6.65,0.0,6.65,1.7,0.05,1.75,8.35,0.05,8.4,2.85,11.25,1.66,0.01,1.67,0.00,8
450,37,North Carolina,129,New Hanover County,1995,0.13,0.0,0.13,0.3,0.0,0.3,0.43,0.0,0.43,0.44,0.87,0.17,0.00,0.17,0.00,29
451,37,North Carolina,129,New Hanover County,2000,3.32,0.0,3.32,1.92,0.0,1.92,5.24,0.0,5.24,-,-,-,-,-,-,-
452,37,North Carolina,129,New Hanover County,2005,1.06,0.0,1.06,1.05,0.0,1.05,2.11,0.0,2.11,-,-,-,-,-,-,-
453,37,North Carolina,129,New Hanover County,2010,4.51,0.0,4.51,1.09,0.0,1.09,5.6,0.0,5.6,-,-,-,-,-,-,-
454,37,North Carolina,129,New Hanover County,2015,1.37,0.0,1.37,1.02,0.0,1.02,2.39,0.0,2.39,-,-,-,-,-,-,-
455,37,North Carolina,131,Northampton County,1985,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.02,0.22,0.00,0.00,0.00,0.00,-
456,37,North Carolina,131,Northampton County,1990,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.28,0.48,0.10,0.00,0.10,0.00,2
457,37,North Carolina,131,Northampton County,1995,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.34,0.36,0.07,0.00,0.07,0.00,6
458,37,North Carolina,131,Northampton County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
459,37,North Carolina,131,Northampton County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
460,37,North Carolina,131,Northampton County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
461,37,North Carolina,131,Northampton County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
462,37,North Carolina,133,Onslow County,1985,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.82,0.86,0.00,0.00,0.00,0.00,-
463,37,North Carolina,133,Onslow County,1990,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.21,0.69,0.11,0.00,0.11,0.00,3
464,37,North Carolina,133,Onslow County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.01,0.00,0.01,0.00,0
465,37,North Carolina,133,Onslow County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
466,37,North Carolina,133,Onslow County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
467,37,North Carolina,133,Onslow County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
468,37,North Carolina,133,Onslow County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
469,37,North Carolina,135,Orange County,1985,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,1.78,1.79,0.00,0.00,0.00,0.00,-
470,37,North Carolina,135,Orange County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.00,0.00,0.00,0.00,0
471,37,North Carolina,135,Orange County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.15,0.00,0.15,0.00,4
472,37,North Carolina,135,Orange County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
473,37,North Carolina,135,Orange County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
474,37,North Carolina,135,Orange County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
475,37,North Carolina,135,Orange County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
476,37,North Carolina,137,Pamlico County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
477,37,North Carolina,137,Pamlico County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,0
478,37,North Carolina,137,Pamlico County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,1
479,37,North Carolina,137,Pamlico County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
480,37,North Carolina,137,Pamlico County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
481,37,North Carolina,137,Pamlico County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
482,37,North Carolina,137,Pamlico County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
483,37,North Carolina,139,Pasquotank County,1985,0.02,0.0,0.02,0.05,0.0,0.05,0.07,0.0,0.07,0.09,0.16,0.01,0.00,0.01,0.00,-
484,37,North Carolina,139,Pasquotank County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,1.00,0.00,0.00,0.00,0.00,0
485,37,North Carolina,139,Pasquotank County,1995,0.03,0.0,0.03,0.03,0.0,0.03,0.06,0.0,0.06,0.16,0.22,0.04,0.00,0.04,0.00,7
486,37,North Carolina,139,Pasquotank County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
487,37,North Carolina,139,Pasquotank County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
488,37,North Carolina,139,Pasquotank County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
489,37,North Carolina,139,Pasquotank County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
490,37,North Carolina,141,Pender County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
491,37,North Carolina,141,Pender County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.00,0.00,0.00,0.00,0
492,37,North Carolina,141,Pender County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,13
493,37,North Carolina,141,Pender County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
494,37,North Carolina,141,Pender County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
495,37,North Carolina,141,Pender County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
496,37,North Carolina,141,Pender County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
497,37,North Carolina,143,Perquimans County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,-
498,37,North Carolina,143,Perquimans County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
499,37,North Carolina,143,Perquimans County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,1
500,37,North Carolina,143,Perquimans County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
501,37,North Carolina,143,Perquimans County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
502,37,North Carolina,143,Perquimans County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
503,37,North Carolina,143,Perquimans County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
504,37,North Carolina,145,Person County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80,1.80,0.00,0.00,0.00,0.00,-
505,37,North Carolina,145,Person County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,2.71,0.00,0.00,0.00,0.00,0
506,37,North Carolina,145,Person County,1995,0.21,0.0,0.21,0.5,0.0,0.5,0.71,0.0,0.71,2.84,3.55,0.71,0.00,0.71,0.00,3
507,37,North Carolina,145,Person County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
508,37,North Carolina,145,Person County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
509,37,North Carolina,145,Person County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
510,37,North Carolina,145,Person County,2015,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.0,0.22,-,-,-,-,-,-,-
511,37,North Carolina,147,Pitt County,1985,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,1.02,1.05,0.00,0.00,0.00,0.00,-
512,37,North Carolina,147,Pitt County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,2.85,0.00,0.00,0.00,0.00,0
513,37,North Carolina,147,Pitt County,1995,3.76,0.0,3.76,2.09,0.0,2.09,5.85,0.0,5.85,2.35,8.20,1.64,0.00,1.64,0.00,25
514,37,North Carolina,147,Pitt County,2000,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.21,-,-,-,-,-,-,-
515,37,North Carolina,147,Pitt County,2005,0.71,0.0,0.71,0.14,0.0,0.14,0.85,0.0,0.85,-,-,-,-,-,-,-
516,37,North Carolina,147,Pitt County,2010,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,-,-,-,-,-,-,-
517,37,North Carolina,147,Pitt County,2015,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,-,-,-,-,-,-,-
518,37,North Carolina,149,Polk County,1985,0.27,0.0,0.27,0.66,0.0,0.66,0.93,0.0,0.93,0.00,0.93,0.08,0.00,0.08,0.00,-
519,37,North Carolina,149,Polk County,1990,0.18,0.0,0.18,0.82,0.0,0.82,1.0,0.0,1.0,0.56,1.56,0.08,0.00,0.08,0.00,3
520,37,North Carolina,149,Polk County,1995,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.23,0.24,0.05,0.00,0.05,0.00,1
521,37,North Carolina,149,Polk County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
522,37,North Carolina,149,Polk County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
523,37,North Carolina,149,Polk County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
524,37,North Carolina,149,Polk County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
525,37,North Carolina,151,Randolph County,1985,0.53,0.0,0.53,0.1,0.0,0.1,0.63,0.0,0.63,2.42,3.05,0.06,0.00,0.06,0.00,-
526,37,North Carolina,151,Randolph County,1990,0.26,0.0,0.26,0.26,0.0,0.26,0.52,0.0,0.52,2.83,3.35,0.00,0.00,0.00,0.00,4
527,37,North Carolina,151,Randolph County,1995,1.7,0.0,1.7,1.51,0.0,1.51,3.21,0.0,3.21,3.60,6.81,1.36,0.00,1.36,0.00,60
528,37,North Carolina,151,Randolph County,2000,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,-,-,-,-,-,-,-
529,37,North Carolina,151,Randolph County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
530,37,North Carolina,151,Randolph County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
531,37,North Carolina,151,Randolph County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
532,37,North Carolina,153,Richmond County,1985,0.03,0.0,0.03,0.5,0.0,0.5,0.53,0.0,0.53,0.51,1.04,0.05,0.00,0.05,0.00,-
533,37,North Carolina,153,Richmond County,1990,0.24,0.0,0.24,1.72,0.0,1.72,1.96,0.0,1.96,2.40,4.36,0.12,0.00,0.12,0.00,3
534,37,North Carolina,153,Richmond County,1995,1.99,0.0,1.99,0.21,0.0,0.21,2.2,0.0,2.2,1.38,3.58,0.72,0.00,0.72,0.00,20
535,37,North Carolina,153,Richmond County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
536,37,North Carolina,153,Richmond County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
537,37,North Carolina,153,Richmond County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
538,37,North Carolina,153,Richmond County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
539,37,North Carolina,155,Robeson County,1985,3.04,0.0,3.04,0.0,0.0,0.0,3.04,0.0,3.04,4.57,7.61,0.45,0.00,0.45,0.00,-
540,37,North Carolina,155,Robeson County,1990,3.57,0.0,3.57,0.0,0.0,0.0,3.57,0.0,3.57,8.34,11.91,0.30,0.00,0.30,0.00,6
541,37,North Carolina,155,Robeson County,1995,1.48,0.0,1.48,4.11,0.0,4.11,5.59,0.0,5.59,8.80,14.39,2.88,0.00,2.88,0.00,37
542,37,North Carolina,155,Robeson County,2000,1.35,0.0,1.35,0.0,0.0,0.0,1.35,0.0,1.35,-,-,-,-,-,-,-
543,37,North Carolina,155,Robeson County,2005,1.35,0.0,1.35,0.0,0.0,0.0,1.35,0.0,1.35,-,-,-,-,-,-,-
544,37,North Carolina,155,Robeson County,2010,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.4,-,-,-,-,-,-,-
545,37,North Carolina,155,Robeson County,2015,0.72,0.0,0.72,0.0,0.0,0.0,0.72,0.0,0.72,-,-,-,-,-,-,-
546,37,North Carolina,157,Rockingham County,1985,0.07,0.0,0.07,3.72,0.0,3.72,3.79,0.0,3.79,4.83,8.62,0.36,0.00,0.36,0.00,-
547,37,North Carolina,157,Rockingham County,1990,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,8.40,8.43,0.01,0.00,0.01,0.00,2
548,37,North Carolina,157,Rockingham County,1995,0.02,0.0,0.02,0.77,0.0,0.77,0.79,0.0,0.79,9.46,10.25,1.60,0.00,1.60,0.00,26
549,37,North Carolina,157,Rockingham County,2000,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.07,-,-,-,-,-,-,-
550,37,North Carolina,157,Rockingham County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
551,37,North Carolina,157,Rockingham County,2010,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,-,-,-,-,-,-,-
552,37,North Carolina,157,Rockingham County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
553,37,North Carolina,159,Rowan County,1985,0.08,0.0,0.08,12.75,0.0,12.75,12.83,0.0,12.83,9.60,22.43,1.25,0.00,1.25,0.00,-
554,37,North Carolina,159,Rowan County,1990,10.08,0.0,10.08,3.7,0.0,3.7,13.78,0.0,13.78,7.01,20.79,0.75,0.00,0.75,0.00,8
555,37,North Carolina,159,Rowan County,1995,0.07,0.0,0.07,1.95,0.0,1.95,2.02,0.0,2.02,5.85,7.87,2.03,0.00,2.03,0.00,41
556,37,North Carolina,159,Rowan County,2000,0.31,0.0,0.31,2.98,0.0,2.98,3.29,0.0,3.29,-,-,-,-,-,-,-
